Date,Open*,High,Low,Close**,Volume,Market Cap
"May 05, 2022",$16.30,$16.42,$14.19,$14.58,"$953,754,626","$14,399,921,303"
"May 04, 2022",$14.73,$16.31,$14.70,$16.31,"$747,195,893","$16,102,734,247"
"May 03, 2022",$14.98,$15.21,$14.56,$14.73,"$492,425,638","$14,544,117,180"
"May 02, 2022",$15.38,$15.57,$14.63,$14.98,"$684,752,563","$14,792,400,452"
"May 01, 2022",$14.52,$15.51,$14.51,$15.38,"$707,973,556","$15,190,677,415"
"Apr 30, 2022",$16.16,$16.41,$14.29,$14.52,"$689,300,174","$14,339,591,541"
"Apr 29, 2022",$16.99,$17.05,$16.05,$16.16,"$573,927,609","$15,962,038,041"
"Apr 28, 2022",$16.95,$17.36,$16.80,$17.00,"$609,272,520","$16,785,406,016"
"Apr 27, 2022",$16.66,$17.25,$16.56,$16.95,"$616,421,238","$16,737,511,425"
"Apr 26, 2022",$18.12,$18.30,$16.46,$16.65,"$787,835,544","$16,443,789,087"
"Apr 25, 2022",$18.16,$18.22,$17.19,$18.12,"$799,411,358","$17,894,917,102"
"Apr 24, 2022",$18.73,$19.14,$18.13,$18.16,"$576,662,878","$17,933,115,345"
"Apr 23, 2022",$18.30,$19.23,$18.04,$18.73,"$625,753,368","$18,499,998,573"
"Apr 22, 2022",$18.19,$18.52,$18.12,$18.30,"$629,068,408","$18,071,841,212"
"Apr 21, 2022",$19.09,$19.63,$18.14,$18.19,"$772,305,840","$17,960,112,940"
"Apr 20, 2022",$18.90,$19.49,$18.57,$19.09,"$830,807,797","$18,851,682,495"
"Apr 19, 2022",$18.17,$18.93,$18.07,$18.90,"$565,507,514","$18,662,100,179"
"Apr 18, 2022",$17.78,$18.31,$17.17,$18.17,"$712,879,608","$17,943,868,855"
"Apr 17, 2022",$18.63,$18.80,$17.72,$17.78,"$473,113,233","$17,559,628,612"
"Apr 16, 2022",$18.35,$18.68,$18.23,$18.63,"$424,249,982","$18,398,681,106"
"Apr 15, 2022",$17.93,$18.38,$17.83,$18.35,"$507,063,069","$18,122,990,185"
"Apr 14, 2022",$18.20,$18.47,$17.53,$17.93,"$631,848,192","$17,708,082,150"
"Apr 13, 2022",$17.78,$18.27,$17.44,$18.20,"$657,673,530","$17,972,461,925"
"Apr 12, 2022",$17.20,$18.00,$17.20,$17.79,"$773,573,439","$17,564,966,530"
"Apr 11, 2022",$19.29,$19.29,$17.04,$17.19,"$998,107,923","$16,975,394,025"
"Apr 10, 2022",$19.78,$20.20,$19.29,$19.29,"$599,807,810","$19,045,769,298"
"Apr 09, 2022",$19.40,$19.81,$19.33,$19.79,"$501,767,579","$19,541,810,718"
"Apr 08, 2022",$20.43,$20.56,$19.25,$19.40,"$776,611,556","$19,159,911,661"
"Apr 07, 2022",$19.84,$20.62,$19.60,$20.43,"$819,238,353","$20,172,682,054"
"Apr 06, 2022",$21.79,$21.79,$19.78,$19.84,"$1,143,523,884","$19,593,212,094"
"Apr 05, 2022",$22.70,$23.10,$21.78,$21.79,"$954,861,206","$21,519,070,368"
"Apr 04, 2022",$23.20,$23.20,$21.69,$22.66,"$1,108,582,879","$22,376,344,892"
"Apr 03, 2022",$22.61,$23.54,$22.58,$23.21,"$1,135,251,124","$22,919,985,031"
"Apr 02, 2022",$22.02,$23.77,$21.99,$22.64,"$1,394,919,294","$22,363,274,074"
"Apr 01, 2022",$21.31,$22.13,$20.72,$22.02,"$1,125,808,777","$21,743,520,213"
"Mar 31, 2022",$22.46,$23.00,$21.18,$21.30,"$1,190,050,413","$21,037,919,496"
"Mar 30, 2022",$22.48,$22.97,$21.77,$22.47,"$1,114,497,681","$22,189,274,693"
"Mar 29, 2022",$21.96,$22.91,$21.89,$22.49,"$1,167,942,746","$22,206,886,612"
"Mar 28, 2022",$22.45,$23.27,$21.90,$21.97,"$1,265,796,274","$21,697,561,066"
"Mar 27, 2022",$20.89,$22.45,$20.77,$22.45,"$766,114,013","$22,169,044,497"
"Mar 26, 2022",$20.55,$21.02,$20.30,$20.89,"$559,036,946","$20,628,513,458"
"Mar 25, 2022",$21.25,$21.32,$20.27,$20.55,"$887,840,773","$20,292,073,668"
"Mar 24, 2022",$21.00,$21.43,$20.38,$21.25,"$1,230,204,385","$20,981,607,893"
"Mar 23, 2022",$20.25,$21.07,$19.88,$21.00,"$1,321,882,560","$20,743,071,908"
"Mar 22, 2022",$18.79,$20.43,$18.71,$20.25,"$1,206,899,926","$20,000,652,960"
"Mar 21, 2022",$18.64,$19.05,$18.47,$18.80,"$726,848,268","$18,561,820,038"
"Mar 20, 2022",$19.36,$19.44,$18.39,$18.64,"$688,372,541","$18,407,139,482"
"Mar 19, 2022",$18.99,$19.77,$18.91,$19.36,"$833,974,878","$19,119,046,129"
"Mar 18, 2022",$18.75,$19.18,$18.18,$18.99,"$751,608,989","$18,755,999,343"
"Mar 17, 2022",$19.05,$19.27,$18.66,$18.75,"$804,681,001","$18,518,822,610"
"Mar 16, 2022",$17.83,$19.15,$17.76,$19.05,"$1,201,525,130","$18,816,710,742"
"Mar 15, 2022",$17.69,$18.00,$17.08,$17.83,"$673,341,299","$17,607,547,985"
"Mar 14, 2022",$17.25,$17.83,$17.08,$17.70,"$728,004,973","$17,476,155,791"
"Mar 13, 2022",$18.15,$18.36,$17.20,$17.25,"$707,977,397","$17,033,700,978"
"Mar 12, 2022",$17.74,$18.67,$17.73,$18.15,"$994,605,789","$17,928,438,684"
"Mar 11, 2022",$16.98,$18.41,$16.75,$17.73,"$1,236,681,337","$17,514,149,107"
"Mar 10, 2022",$17.86,$17.89,$16.75,$16.98,"$750,062,051","$16,768,226,632"
"Mar 09, 2022",$16.96,$18.05,$16.93,$17.87,"$857,533,887","$17,644,759,484"
"Mar 08, 2022",$16.43,$17.23,$16.36,$16.95,"$874,178,607","$16,743,075,144"
"Mar 07, 2022",$16.98,$17.12,$16.06,$16.43,"$944,798,572","$16,227,405,714"
"Mar 06, 2022",$17.31,$17.55,$16.59,$16.98,"$737,656,667","$16,767,936,113"
"Mar 05, 2022",$16.77,$17.74,$16.27,$17.31,"$757,666,761","$17,097,686,360"
"Mar 04, 2022",$18.02,$18.03,$16.55,$16.76,"$1,047,537,594","$16,548,946,161"
"Mar 03, 2022",$18.60,$18.63,$17.81,$18.02,"$1,037,430,689","$17,795,511,184"
"Mar 02, 2022",$18.88,$19.23,$18.41,$18.59,"$1,205,395,336","$18,362,524,076"
"Mar 01, 2022",$18.94,$19.54,$18.39,$18.88,"$1,659,644,223","$18,645,993,879"
"Feb 28, 2022",$17.48,$19.01,$16.75,$18.94,"$1,791,272,324","$18,705,825,243"
"Feb 27, 2022",$18.01,$18.66,$17.20,$17.47,"$1,354,421,088","$17,256,381,348"
"Feb 26, 2022",$17.25,$18.67,$17.22,$18.02,"$1,418,827,902","$17,800,681,672"
"Feb 25, 2022",$16.17,$17.41,$15.84,$17.25,"$1,228,501,074","$17,036,045,208"
"Feb 24, 2022",$16.00,$16.55,$14.14,$16.17,"$2,249,049,472","$15,970,062,776"
"Feb 23, 2022",$16.57,$17.40,$15.97,$16.01,"$1,280,516,751","$15,810,719,771"
"Feb 22, 2022",$16.19,$16.67,$15.84,$16.56,"$1,116,940,496","$16,358,536,727"
"Feb 21, 2022",$16.93,$17.70,$16.10,$16.19,"$1,330,919,934","$15,991,004,130"
"Feb 20, 2022",$17.88,$17.88,$16.74,$16.93,"$883,758,628","$16,720,220,594"
"Feb 19, 2022",$17.84,$18.21,$17.41,$17.89,"$590,901,300","$17,670,024,926"
"Feb 18, 2022",$18.13,$18.56,$17.71,$17.85,"$918,690,491","$17,624,044,527"
"Feb 17, 2022",$19.79,$19.99,$17.89,$18.11,"$1,081,608,217","$17,884,983,441"
"Feb 16, 2022",$20.15,$20.17,$19.12,$19.80,"$890,277,874","$19,555,210,854"
"Feb 15, 2022",$18.71,$20.27,$18.67,$20.14,"$891,617,857","$19,894,466,413"
"Feb 14, 2022",$18.81,$18.90,$18.08,$18.71,"$834,381,954","$18,482,304,643"
"Feb 13, 2022",$18.82,$19.26,$18.45,$18.83,"$741,039,938","$18,597,584,972"
"Feb 12, 2022",$18.97,$19.40,$18.39,$18.82,"$982,928,210","$18,584,998,263"
"Feb 11, 2022",$20.62,$20.72,$18.68,$18.96,"$1,383,736,959","$18,726,915,345"
"Feb 10, 2022",$21.93,$22.43,$20.60,$20.64,"$1,497,572,222","$20,378,752,051"
"Feb 09, 2022",$21.68,$22.21,$21.14,$21.93,"$952,902,519","$21,658,021,699"
"Feb 08, 2022",$22.37,$23.13,$21.11,$21.69,"$1,444,549,625","$21,419,754,153"
"Feb 07, 2022",$21.90,$22.65,$21.45,$22.36,"$1,356,167,813","$22,086,726,718"
"Feb 06, 2022",$21.37,$21.90,$20.92,$21.90,"$830,919,540","$21,631,280,300"
"Feb 05, 2022",$20.44,$22.25,$20.35,$21.37,"$1,265,231,134","$21,101,596,793"
"Feb 04, 2022",$18.81,$20.46,$18.75,$20.42,"$1,110,480,504","$20,170,974,812"
"Feb 03, 2022",$18.79,$18.84,$18.10,$18.81,"$906,875,219","$18,578,842,343"
"Feb 02, 2022",$19.62,$20.53,$18.72,$18.80,"$1,153,269,231","$18,563,427,018"
"Feb 01, 2022",$19.42,$19.95,$19.20,$19.61,"$1,068,758,718","$19,370,583,047"
"Jan 31, 2022",$18.17,$19.55,$17.20,$19.42,"$1,115,684,278","$19,179,329,187"
"Jan 30, 2022",$18.72,$18.97,$17.87,$18.17,"$757,967,482","$17,946,811,831"
"Jan 29, 2022",$18.34,$18.98,$18.13,$18.71,"$766,547,375","$18,477,848,039"
"Jan 28, 2022",$18.12,$18.47,$17.44,$18.34,"$994,677,640","$18,111,790,312"
"Jan 27, 2022",$18.07,$18.30,$17.27,$18.13,"$1,134,516,099","$17,909,565,229"
"Jan 26, 2022",$18.34,$19.94,$17.64,$18.08,"$1,763,129,260","$17,852,311,852"
"Jan 25, 2022",$18.04,$19.01,$17.44,$18.35,"$1,511,107,520","$18,120,743,008"
"Jan 24, 2022",$18.83,$18.83,$15.98,$18.04,"$2,261,885,506","$17,812,719,382"
"Jan 23, 2022",$18.24,$19.14,$17.83,$18.83,"$1,570,770,653","$18,594,909,764"
"Jan 22, 2022",$19.66,$20.07,$16.53,$18.23,"$2,593,516,897","$18,003,429,666"
"Jan 21, 2022",$23.00,$23.43,$19.31,$19.65,"$2,158,447,179","$19,402,273,904"
"Jan 20, 2022",$24.13,$25.56,$22.98,$22.98,"$897,265,226","$22,699,398,969"
"Jan 19, 2022",$25.17,$25.29,$23.81,$24.13,"$1,171,940,720","$23,829,846,982"
"Jan 18, 2022",$25.73,$25.99,$24.38,$25.17,"$1,349,151,568","$24,856,312,585"
"Jan 17, 2022",$27.67,$27.72,$25.24,$25.73,"$1,453,899,013","$25,407,800,220"
"Jan 16, 2022",$27.72,$28.42,$27.38,$27.67,"$1,280,576,659","$27,321,509,198"
"Jan 15, 2022",$27.72,$28.38,$26.94,$27.74,"$1,158,992,450","$27,392,322,840"
"Jan 14, 2022",$25.83,$27.83,$25.70,$27.71,"$1,801,182,212","$27,368,651,504"
"Jan 13, 2022",$27.32,$27.59,$25.83,$25.83,"$1,392,401,458","$25,508,077,150"
"Jan 12, 2022",$25.55,$27.56,$25.51,$27.32,"$1,416,836,455","$26,980,168,089"
"Jan 11, 2022",$23.78,$25.96,$23.58,$25.54,"$1,556,234,288","$25,226,657,070"
"Jan 10, 2022",$24.63,$25.18,$22.60,$23.78,"$1,693,703,473","$23,484,694,235"
"Jan 09, 2022",$24.03,$25.29,$23.84,$24.63,"$1,328,484,247","$24,321,430,602"
"Jan 08, 2022",$24.93,$25.49,$23.34,$24.03,"$1,546,276,235","$23,730,670,841"
"Jan 07, 2022",$26.75,$26.81,$24.46,$24.93,"$2,764,194,355","$24,615,650,591"
"Jan 06, 2022",$26.80,$27.32,$25.65,$26.76,"$1,444,988,536","$26,428,435,082"
"Jan 05, 2022",$28.79,$30.32,$25.52,$26.80,"$1,721,841,153","$26,463,314,354"
"Jan 04, 2022",$30.11,$30.53,$28.78,$28.78,"$1,433,783,811","$28,420,292,061"
"Jan 03, 2022",$29.72,$30.83,$28.75,$30.11,"$1,652,854,634","$29,731,174,496"
"Jan 02, 2022",$28.58,$30.56,$27.92,$29.73,"$1,217,867,246","$29,361,884,232"
"Jan 01, 2022",$26.72,$28.58,$26.71,$28.58,"$769,282,646","$28,228,553,768"
"Dec 31, 2021",$27.57,$28.06,$26.36,$26.72,"$1,169,307,108","$26,387,798,239"
"Dec 30, 2021",$26.83,$28.37,$26.22,$27.57,"$1,238,329,221","$27,225,379,612"
"Dec 29, 2021",$27.87,$28.92,$26.56,$26.74,"$1,772,776,120","$26,412,190,147"
"Dec 28, 2021",$30.96,$30.96,$27.59,$27.91,"$2,373,946,823","$27,560,476,546"
"Dec 27, 2021",$31.32,$32.77,$30.84,$30.91,"$1,724,296,390","$30,524,765,895"
"Dec 26, 2021",$28.84,$31.74,$28.32,$31.33,"$1,627,652,480","$30,943,660,940"
"Dec 25, 2021",$28.16,$29.14,$28.01,$28.84,"$721,290,103","$28,479,573,483"
"Dec 24, 2021",$29.15,$29.67,$27.88,$28.14,"$1,068,526,285","$27,789,985,732"
"Dec 23, 2021",$27.23,$29.64,$26.79,$29.11,"$1,466,897,164","$28,749,513,369"
"Dec 22, 2021",$25.19,$28.21,$25.02,$27.22,"$1,332,894,453","$26,878,031,989"
"Dec 21, 2021",$24.04,$25.58,$23.77,$25.19,"$893,276,894","$24,881,264,842"
"Dec 20, 2021",$24.78,$25.02,$23.31,$24.05,"$924,598,147","$23,751,949,221"
"Dec 19, 2021",$25.49,$25.86,$24.70,$24.79,"$744,698,642","$24,483,473,497"
"Dec 18, 2021",$24.68,$25.72,$24.26,$25.49,"$878,905,203","$25,174,144,309"
"Dec 17, 2021",$26.03,$26.21,$24.29,$24.66,"$1,134,265,516","$24,356,694,085"
"Dec 16, 2021",$27.15,$27.80,$25.77,$26.04,"$1,485,488,983","$25,719,604,205"
"Dec 15, 2021",$26.17,$27.99,$24.37,$27.15,"$1,580,299,615","$26,808,590,172"
"Dec 14, 2021",$25.95,$26.69,$25.09,$26.17,"$1,206,987,079","$25,843,389,034"
"Dec 13, 2021",$29.61,$29.81,$25.61,$25.97,"$1,292,550,086","$25,648,527,096"
"Dec 12, 2021",$27.76,$30.02,$27.36,$29.61,"$897,053,031","$29,241,216,673"
"Dec 11, 2021",$26.47,$28.15,$25.92,$27.77,"$1,175,903,576","$27,429,746,856"
"Dec 10, 2021",$26.96,$28.40,$25.85,$26.45,"$1,357,627,514","$26,125,338,345"
"Dec 09, 2021",$29.78,$30.11,$26.86,$26.95,"$1,193,183,661","$26,617,160,219"
"Dec 08, 2021",$30.54,$30.62,$28.10,$29.87,"$1,356,418,902","$29,499,486,446"
"Dec 07, 2021",$28.23,$31.44,$27.79,$30.54,"$1,776,628,055","$30,164,489,132"
"Dec 06, 2021",$28.34,$28.89,$24.91,$28.25,"$1,994,330,966","$27,898,644,954"
"Dec 05, 2021",$29.38,$29.78,$26.49,$28.31,"$1,471,059,303","$27,958,507,598"
"Dec 04, 2021",$33.76,$33.87,$24.72,$29.37,"$2,854,207,528","$29,004,056,664"
"Dec 03, 2021",$35.77,$36.80,$32.79,$33.64,"$1,330,467,954","$33,221,703,933"
"Dec 02, 2021",$36.78,$36.79,$35.15,$35.76,"$1,000,369,702","$35,313,756,224"
"Dec 01, 2021",$37.93,$38.80,$36.32,$36.77,"$1,247,647,115","$36,316,517,303"
"Nov 30, 2021",$37.13,$39.34,$35.56,$37.96,"$1,552,695,148","$37,488,998,751"
"Nov 29, 2021",$35.80,$37.56,$35.48,$37.16,"$1,277,403,223","$36,701,070,077"
"Nov 28, 2021",$35.23,$35.84,$32.43,$35.77,"$1,521,352,541","$35,320,893,262"
"Nov 27, 2021",$34.55,$35.93,$34.49,$35.19,"$1,023,830,346","$34,749,655,543"
"Nov 26, 2021",$39.47,$39.65,$33.99,$34.39,"$2,209,378,812","$33,958,808,576"
"Nov 25, 2021",$38.31,$40.96,$38.08,$38.46,"$1,204,042,086","$37,978,296,994"
"Nov 24, 2021",$40.79,$40.96,$38.12,$39.37,"$1,151,780,975","$38,880,424,604"
"Nov 23, 2021",$39.50,$41.45,$38.63,$40.79,"$1,191,444,255","$40,284,389,770"
"Nov 22, 2021",$42.01,$42.14,$38.85,$39.45,"$1,419,043,417","$38,957,904,618"
"Nov 21, 2021",$42.11,$43.60,$40.71,$42.01,"$1,200,251,789","$41,483,968,549"
"Nov 20, 2021",$41.26,$42.08,$39.97,$42.06,"$1,072,593,579","$41,538,007,383"
"Nov 19, 2021",$39.00,$42.30,$38.46,$41.26,"$1,585,574,130","$40,748,531,331"
"Nov 18, 2021",$42.73,$43.29,$37.70,$39.05,"$2,184,185,009","$38,560,988,731"
"Nov 17, 2021",$40.87,$42.71,$39.03,$42.71,"$1,952,021,421","$42,177,828,956"
"Nov 16, 2021",$44.84,$44.84,$38.73,$40.90,"$2,989,773,813","$40,391,318,338"
"Nov 15, 2021",$46.40,$47.42,$44.64,$44.69,"$1,217,037,806","$44,133,651,159"
"Nov 14, 2021",$47.14,$47.80,$45.07,$46.40,"$943,480,234","$45,825,480,831"
"Nov 13, 2021",$45.91,$47.52,$44.93,$47.13,"$1,193,417,084","$46,543,679,604"
"Nov 12, 2021",$47.57,$47.76,$44.07,$45.88,"$2,018,292,419","$45,310,935,972"
"Nov 11, 2021",$46.86,$49.46,$45.65,$47.65,"$1,903,460,945","$47,055,807,775"
"Nov 10, 2021",$50.76,$52.04,$42.76,$46.87,"$3,209,700,777","$46,289,156,535"
"Nov 09, 2021",$53.38,$53.42,$50.61,$50.78,"$1,889,383,248","$50,148,648,567"
"Nov 08, 2021",$52.28,$53.86,$51.78,$53.35,"$1,731,022,445","$52,685,834,984"
"Nov 07, 2021",$52.08,$53.55,$51.42,$52.28,"$1,469,149,811","$51,628,651,804"
"Nov 06, 2021",$51.87,$52.44,$49.09,$52.01,"$1,731,999,303","$51,363,225,863"
"Nov 05, 2021",$53.88,$53.95,$50.66,$51.89,"$1,836,789,840","$51,250,107,001"
"Nov 04, 2021",$53.34,$55.00,$52.25,$53.88,"$2,735,203,164","$53,212,483,900"
"Nov 03, 2021",$51.63,$54.55,$49.22,$53.44,"$3,292,529,595","$52,779,895,411"
"Nov 02, 2021",$50.07,$53.25,$48.06,$51.63,"$3,755,226,109","$50,990,054,197"
"Nov 01, 2021",$42.74,$51.47,$41.81,$49.98,"$4,338,984,539","$49,361,441,373"
"Oct 31, 2021",$42.75,$43.36,$41.13,$42.74,"$1,250,223,353","$42,211,209,862"
"Oct 30, 2021",$44.08,$44.28,$42.26,$42.75,"$1,002,560,667","$42,216,877,082"
"Oct 29, 2021",$41.87,$44.32,$41.67,$44.07,"$1,613,356,430","$43,526,198,979"
"Oct 28, 2021",$40.38,$43.11,$39.98,$41.86,"$1,946,242,940","$41,341,738,933"
"Oct 27, 2021",$44.95,$45.77,$39.87,$40.41,"$2,833,846,259","$39,908,527,308"
"Oct 26, 2021",$44.51,$46.02,$43.45,$44.88,"$1,763,935,730","$44,326,385,395"
"Oct 25, 2021",$42.33,$44.78,$42.15,$44.53,"$1,360,980,395","$43,973,573,157"
"Oct 24, 2021",$44.03,$44.20,$41.35,$42.39,"$1,286,707,564","$41,859,199,395"
"Oct 23, 2021",$43.48,$44.76,$43.10,$44.05,"$1,228,699,647","$43,502,840,639"
"Oct 22, 2021",$42.85,$46.31,$42.74,$43.45,"$2,535,826,499","$42,909,696,193"
"Oct 21, 2021",$44.40,$45.50,$42.01,$42.85,"$2,416,148,968","$42,314,336,450"
"Oct 20, 2021",$41.36,$45.19,$41.10,$44.35,"$2,160,124,585","$43,797,814,152"
"Oct 19, 2021",$41.18,$41.57,$40.11,$41.38,"$1,476,241,195","$40,869,997,019"
"Oct 18, 2021",$42.10,$43.22,$40.29,$41.18,"$1,770,037,056","$40,672,140,920"
"Oct 17, 2021",$41.74,$42.86,$39.84,$42.07,"$1,794,118,104","$41,551,364,026"
"Oct 16, 2021",$43.26,$44.68,$41.32,$41.76,"$2,149,299,435","$41,238,969,125"
"Oct 15, 2021",$40.75,$44.07,$39.52,$43.16,"$3,509,884,039","$42,621,071,490"
"Oct 14, 2021",$41.67,$42.43,$39.49,$40.76,"$3,094,236,878","$40,248,895,610"
"Oct 13, 2021",$35.17,$43.10,$33.80,$41.62,"$4,978,924,113","$41,100,019,970"
"Oct 12, 2021",$34.15,$35.41,$32.12,$35.16,"$1,907,396,456","$34,723,058,754"
"Oct 11, 2021",$34.48,$36.08,$33.30,$34.18,"$1,633,598,821","$33,760,036,185"
"Oct 10, 2021",$36.31,$37.42,$34.25,$34.47,"$1,892,396,216","$34,038,321,014"
"Oct 09, 2021",$33.31,$36.90,$33.03,$36.33,"$1,925,845,633","$35,876,191,829"
"Oct 08, 2021",$33.97,$34.48,$33.17,$33.37,"$1,540,992,724","$32,958,379,330"
"Oct 07, 2021",$32.23,$35.31,$31.02,$33.97,"$2,724,383,950","$33,552,562,107"
"Oct 06, 2021",$31.40,$33.02,$29.19,$32.29,"$1,979,276,161","$31,888,552,906"
"Oct 05, 2021",$31.12,$32.13,$30.64,$31.43,"$1,258,661,015","$31,037,106,894"
"Oct 04, 2021",$32.11,$32.11,$30.09,$31.04,"$1,294,606,337","$30,656,561,011"
"Oct 03, 2021",$32.04,$32.68,$31.34,$32.11,"$1,294,791,998","$31,706,484,564"
"Oct 02, 2021",$31.94,$33.38,$31.57,$32.12,"$1,447,666,890","$31,723,128,811"
"Oct 01, 2021",$28.62,$32.31,$28.53,$31.97,"$1,998,408,915","$31,571,702,942"
"Sep 30, 2021",$27.30,$28.97,$27.16,$28.58,"$1,239,805,621","$28,225,628,136"
"Sep 29, 2021",$26.36,$28.59,$26.13,$27.27,"$1,537,170,123","$26,935,490,134"
"Sep 28, 2021",$27.75,$28.34,$26.18,$26.33,"$1,505,382,459","$26,006,743,668"
"Sep 27, 2021",$28.91,$30.22,$27.64,$27.77,"$1,672,382,041","$27,427,155,375"
"Sep 26, 2021",$29.88,$30.03,$26.84,$28.83,"$2,609,528,913","$28,470,590,053"
